G223,G714,222,713,1
G235,G718,234,717,1
G23,G769,22,768,1
G92,G769,91,768,1
G192,G769,191,768,1
G220,G769,219,768,1
G268,G769,267,768,1
G281,G769,280,768,1
G282,G769,281,768,1
G333,G769,332,768,1
G116,G774,115,773,1
G235,G774,234,773,1
G268,G774,267,773,1
G305,G774,304,773,1
G333,G774,332,773,1
G285,G782,284,781,1
G147,G784,146,783,1
G23,G785,22,784,1
G223,G791,222,790,1
G303,G791,302,790,1
G118,G792,117,791,1
G170,G792,169,791,1
G89,G796,88,795,1
G210,G796,209,795,1
G244,G796,243,795,1
G268,G796,267,795,1
G309,G796,308,795,1
G333,G796,332,795,1
G55,G797,54,796,1
G223,G797,222,796,1
G147,G809,146,808,1
G202,G809,201,808,1
G223,G813,222,812,1
G140,G817,139,816,1
G224,G823,223,822,1
G305,G823,304,822,1
G140,G824,139,823,1
G197,G824,196,823,1
G86,G835,85,834,1
G73,G839,72,838,1
G172,G844,171,843,1
G92,G847,91,846,1
G268,G847,267,846,1
G305,G847,304,846,1
G309,G847,308,846,1
G313,G847,312,846,1
G333,G847,332,846,1
G8,G853,7,852,1
G199,G853,198,852,1
G192,G855,191,854,1
G255,G857,254,856,1
G92,G864,91,863,1
G192,G864,191,863,1
G92,G869,91,868,1
G192,G869,191,868,1
G23,G872,22,871,1
G23,G876,22,875,1
G92,G876,91,875,1
G192,G876,191,875,1
G220,G876,219,875,1
G268,G876,267,875,1
G281,G876,280,875,1
G282,G876,281,875,1
G333,G876,332,875,1
G107,G879,106,878,1
G282,G879,281,878,1
G281,G886,280,885,1
G23,G887,22,886,1
G55,G887,54,886,1
G268,G887,267,886,1
G333,G887,332,886,1
G23,G890,22,889,1
G164,G896,163,895,1
G244,G896,243,895,1
G223,G897,222,896,1
G23,G900,22,899,1
G55,G900,54,899,1
G223,G900,222,899,1
G4,G907,3,906,1
G55,G907,54,906,1
G56,G907,55,906,1
G268,G907,267,906,1
G333,G907,332,906,1
G110,G911,109,910,1
G219,G911,218,910,1
G73,G912,72,911,1
G264,G923,263,922,1
G92,G925,91,924,1
G192,G925,191,924,1
G220,G925,219,924,1
G73,G926,72,925,1
G73,G931,72,930,1
G140,G934,139,933,1
G3,G936,2,935,1
G55,G936,54,935,1
G313,G936,312,935,1
G145,G937,144,936,1
G199,G947,198,946,1
G55,G948,54,947,1
G55,G952,54,951,1
G258,G952,257,951,1
G147,G956,146,955,1
G202,G956,201,955,1
G8,G961,7,960,1
G138,G964,137,963,1
G55,G965,54,964,1
G313,G965,312,964,1
G55,G970,54,969,1
G128,G970,127,969,1
G260,G970,259,969,1
G89,G972,88,971,1
G55,G989,54,988,1
G138,G991,137,990,1
G23,G992,22,991,1
G55,G992,54,991,1
G268,G992,267,991,1
G333,G992,332,991,1
G244,G995,243,994,1
G151,G998,150,997,1
G23,G999,22,998,1
G140,G1000,139,999,1
G281,G1008,280,1007,1
G44,G1018,43,1017,1
G244,G1019,243,1018,1
G268,G1019,267,1018,1
G333,G1019,332,1018,1
G235,G1020,234,1019,1
G309,G1020,308,1019,1
G119,G1027,118,1026,1
G4,G1029,3,1028,1
G55,G1029,54,1028,1
G56,G1029,55,1028,1
G268,G1029,267,1028,1
G333,G1029,332,1028,1
G55,G1033,54,1032,1
G253,G1033,252,1032,1
G4,G1034,3,1033,1
G55,G1034,54,1033,1
G56,G1034,55,1033,1
G268,G1034,267,1033,1
G333,G1034,332,1033,1
G282,G1035,281,1034,1
G313,G1035,312,1034,1
G55,G1036,54,1035,1
G166,G1036,165,1035,1
G313,G1039,312,1038,1
G2,G1047,1,1046,1
G92,G1047,91,1046,1
G23,G1049,22,1048,1
G55,G1049,54,1048,1
G223,G1049,222,1048,1
G55,G1051,54,1050,1
G145,G1051,144,1050,1
G281,G1054,280,1053,1
G224,G1057,223,1056,1
G55,G1058,54,1057,1
G86,G1058,85,1057,1
G277,G1058,276,1057,1
G55,G1062,54,1061,1
G55,G1074,54,1073,1
G309,G1079,308,1078,1
G55,G1080,54,1079,1
G86,G1089,85,1088,1
G86,G1090,85,1089,1
G209,G1090,208,1089,1
G283,G1090,282,1089,1
G305,G1091,304,1090,1
G125,G1097,124,1096,1
G6,G1101,5,1100,1
G224,G1101,223,1100,1
G282,G1114,281,1113,1
G188,G1116,187,1115,1
G254,G1116,253,1115,1
G23,G1117,22,1116,1
G55,G1117,54,1116,1
G89,G1119,88,1118,1
G188,G1119,187,1118,1
G254,G1119,253,1118,1
G259,G1119,258,1118,1
G281,G1119,280,1118,1
G55,G1133,54,1132,1
G167,G1133,166,1132,1
G281,G1137,280,1136,1
G73,G1138,72,1137,1
G83,G1145,82,1144,1
G99,G1146,98,1145,1
G192,G1146,191,1145,1
G31,G1155,30,1154,1
G170,G1156,169,1155,1
G55,G1157,54,1156,1
G127,G1161,126,1160,1
G73,G1170,72,1169,1
G55,G1177,54,1176,1
G178,G1177,177,1176,1
G55,G1181,54,1180,1
G116,G1186,115,1185,1
G264,G1188,263,1187,1
G55,G1190,54,1189,1
G76,G1190,75,1189,1
G281,G1190,280,1189,1
G187,G1195,186,1194,1
G313,G1195,312,1194,1
G3,G1198,2,1197,1
G232,G1198,231,1197,1
G138,G1206,137,1205,1
G169,G1212,168,1211,1
G268,G1212,267,1211,1
G333,G1212,332,1211,1
G86,G1216,85,1215,1
G144,G1216,143,1215,1
G169,G1221,168,1220,1
G268,G1221,267,1220,1
G333,G1221,332,1220,1
G199,G1222,198,1221,1
G235,G1230,234,1229,1
G89,G1246,88,1245,1
G210,G1246,209,1245,1
G309,G1246,308,1245,1
G323,G1246,322,1245,1
G263,G1247,262,1246,1
G55,G1250,54,1249,1
G92,G1250,91,1249,1
G281,G1250,280,1249,1
G326,G1250,325,1249,1
G328,G1255,327,1254,1
G223,G1256,222,1255,1
G103,G1266,102,1265,1
G123,G1266,122,1265,1
G210,G1266,209,1265,1
G208,G1280,207,1279,1
G224,G1282,223,1281,1
G116,G1284,115,1283,1
G268,G1290,267,1289,1
G303,G1290,302,1289,1
G333,G1290,332,1289,1
G116,G1307,115,1306,1
G244,G1308,243,1307,1
G260,G1322,259,1321,1
G69,G1323,68,1322,1
G313,G1323,312,1322,1
G25,G1324,24,1323,1
G224,G1326,223,1325,1
G199,G1328,198,1327,1
G110,G1330,109,1329,1
G219,G1330,218,1329,1
G8,G1332,7,1331,1
G92,G1332,91,1331,1
G55,G1340,54,1339,1
G66,G1340,65,1339,1
G55,G1355,54,1354,1
G221,G1355,220,1354,1
G268,G1355,267,1354,1
G333,G1355,332,1354,1
G199,G1365,198,1364,1
G223,G1370,222,1369,1
G268,G1371,267,1370,1
G333,G1371,332,1370,1
G330,G1387,329,1386,1
G74,G1392,73,1391,1
G260,G1392,259,1391,1
G268,G1392,267,1391,1
G281,G1392,280,1391,1
G333,G1392,332,1391,1
G99,G1394,98,1393,1
G255,G1394,254,1393,1
G268,G1394,267,1393,1
G333,G1394,332,1393,1
G174,G1395,173,1394,1
G268,G1395,267,1394,1
G333,G1395,332,1394,1
G55,G1398,54,1397,1
G167,G1398,166,1397,1
G55,G1404,54,1403,1
G223,G1404,222,1403,1
G244,G1404,243,1403,1
G259,G1404,258,1403,1
G268,G1404,267,1403,1
G333,G1404,332,1403,1
G110,G1408,109,1407,1
G219,G1408,218,1407,1
G110,G1415,109,1414,1
G219,G1415,218,1414,1
G55,G1420,54,1419,1
G140,G1427,139,1426,1
G197,G1427,196,1426,1
G268,G1427,267,1426,1
G333,G1427,332,1426,1
G13,G1434,12,1433,1
G162,G1444,161,1443,1
G3,G1451,2,1450,1
G232,G1451,231,1450,1
G110,G1457,109,1456,1
G219,G1457,218,1456,1
G55,G1458,54,1457,1
G244,G1458,243,1457,1
G264,G1461,263,1460,1
G110,G1462,109,1461,1
G219,G1462,218,1461,1
G55,G1464,54,1463,1
G282,G1464,281,1463,1
G258,G1473,257,1472,1
G224,G1485,223,1484,1
G86,G1491,85,1490,1
G118,G1492,117,1491,1
G260,G1494,259,1493,1
G55,G1499,54,1498,1
G269,G1499,268,1498,1
G92,G1505,91,1504,1
G192,G1505,191,1504,1
G268,G1505,267,1504,1
G333,G1505,332,1504,1
G328,G1512,327,1511,1
G142,G1525,141,1524,1
G268,G1525,267,1524,1
G333,G1525,332,1524,1
G55,G1526,54,1525,1
G253,G1526,252,1525,1
G55,G1530,54,1529,1
G4,G1532,3,1531,1
G55,G1532,54,1531,1
G56,G1532,55,1531,1
G268,G1532,267,1531,1
G333,G1532,332,1531,1
G330,G1535,329,1534,1
G101,G1538,100,1537,1
G55,G1539,54,1538,1
G92,G1539,91,1538,1
G192,G1539,191,1538,1
G268,G1539,267,1538,1
G313,G1539,312,1538,1
G333,G1539,332,1538,1
G305,G1540,304,1539,1
G305,G1543,304,1542,1
G179,G1545,178,1544,1
G199,G1545,198,1544,1
G223,G1545,222,1544,1
G224,G1545,223,1544,1
G268,G1545,267,1544,1
G333,G1545,332,1544,1
G55,G1551,54,1550,1
G282,G1551,281,1550,1
G73,G1554,72,1553,1
G55,G1557,54,1556,1
G247,G1557,246,1556,1
G268,G1557,267,1556,1
G333,G1557,332,1556,1
G66,G1564,65,1563,1
G10,G1566,9,1565,1
G31,G1566,30,1565,1
G274,G1566,273,1565,1
G48,G1581,47,1580,1
G55,G1586,54,1585,1
G74,G1586,73,1585,1
G55,G1588,54,1587,1
G99,G1589,98,1588,1
G255,G1589,254,1588,1
G268,G1589,267,1588,1
G333,G1589,332,1588,1
G92,G1595,91,1594,1
G192,G1595,191,1594,1
G305,G1601,304,1600,1
G244,G1616,243,1615,1
G83,G1631,82,1630,1
G92,G1631,91,1630,1
G192,G1631,191,1630,1
G61,G1636,60,1635,1
G55,G1643,54,1642,1
G68,G1643,67,1642,1
G66,G1645,65,1644,1
G268,G1645,267,1644,1
G333,G1645,332,1644,1
G235,G1650,234,1649,1
G36,G1653,35,1652,1
G268,G1653,267,1652,1
G313,G1653,312,1652,1
G333,G1653,332,1652,1
G309,G1654,308,1653,1
G23,G1658,22,1657,1
G55,G1658,54,1657,1
G268,G1658,267,1657,1
G333,G1658,332,1657,1
G23,G1662,22,1661,1
G55,G1662,54,1661,1
G176,G1662,175,1661,1
G309,G1662,308,1661,1
G313,G1662,312,1661,1
G268,G1664,267,1663,1
G333,G1664,332,1663,1
G283,G1673,282,1672,1
G305,G1686,304,1685,1
G23,G1693,22,1692,1
G92,G1693,91,1692,1
G192,G1693,191,1692,1
G220,G1693,219,1692,1
G268,G1693,267,1692,1
G333,G1693,332,1692,1
G258,G1695,257,1694,1
G280,G1702,279,1701,1
G86,G1703,85,1702,1
G55,G1704,54,1703,1
G23,G1705,22,1704,1
G92,G1705,91,1704,1
G192,G1705,191,1704,1
G220,G1705,219,1704,1
G268,G1705,267,1704,1
G333,G1705,332,1704,1
G10,G1708,9,1707,1
G274,G1708,273,1707,1
G10,G1712,9,1711,1
G274,G1712,273,1711,1
G258,G1715,257,1714,1
G55,G1719,54,1718,1
G74,G1719,73,1718,1
G23,G1730,22,1729,1
G92,G1730,91,1729,1
G268,G1730,267,1729,1
G313,G1730,312,1729,1
G333,G1730,332,1729,1
G309,G1736,308,1735,1
G36,G1743,35,1742,1
G268,G1743,267,1742,1
G313,G1743,312,1742,1
G333,G1743,332,1742,1
G23,G1744,22,1743,1
G305,G1765,304,1764,1
G55,G1767,54,1766,1
G55,G1768,54,1767,1
G92,G1771,91,1770,1
G192,G1771,191,1770,1
G220,G1771,219,1770,1
G166,G1772,165,1771,1
G10,G1775,9,1774,1
G274,G1775,273,1774,1
G268,G1776,267,1775,1
G303,G1776,302,1775,1
G333,G1776,332,1775,1
G55,G1778,54,1777,1
G176,G1778,175,1777,1
G282,G1778,281,1777,1
G11,G1783,10,1782,1
G55,G1783,54,1782,1
G55,G1792,54,1791,1
G223,G1794,222,1793,1
G285,G1795,284,1794,1
G55,G1802,54,1801,1
G168,G1814,167,1813,1
G235,G1814,234,1813,1
G305,G1814,304,1813,1
G23,G1817,22,1816,1
G55,G1817,54,1816,1
G281,G1817,280,1816,1
G23,G1822,22,1821,1
G55,G1827,54,1826,1
G66,G1827,65,1826,1
G99,G1830,98,1829,1
G255,G1830,254,1829,1
G268,G1830,267,1829,1
G333,G1830,332,1829,1
G169,G1838,168,1837,1
G268,G1838,267,1837,1
G333,G1838,332,1837,1
G281,G1839,280,1838,1
G192,G1844,191,1843,1
G99,G1846,98,1845,1
G255,G1846,254,1845,1
G268,G1846,267,1845,1
G333,G1846,332,1845,1
G110,G1847,109,1846,1
G219,G1847,218,1846,1
G39,G1848,38,1847,1
G48,G1864,47,1863,1
G236,G1868,235,1867,1
G55,G1871,54,1870,1
G178,G1871,177,1870,1
G116,G1874,115,1873,1
G279,G1878,278,1877,1
G281,G1878,280,1877,1
G305,G1886,304,1885,1
G44,G1888,43,1887,1
G55,G1888,54,1887,1
G55,G1891,54,1890,1
G166,G1891,165,1890,1
G244,G1893,243,1892,1
G86,G1895,85,1894,1
G223,G1897,222,1896,1
G330,G1898,329,1897,1
G110,G1903,109,1902,1
G219,G1903,218,1902,1
G73,G1904,72,1903,1
G66,G1905,65,1904,1
G84,G1906,83,1905,1
G223,G1917,222,1916,1
G23,G1927,22,1926,1
G281,G1927,280,1926,1
G66,G1928,65,1927,1
G209,G1928,208,1927,1
G73,G1932,72,1931,1
G55,G1934,54,1933,1
G86,G1940,85,1939,1
G209,G1940,208,1939,1
G283,G1940,282,1939,1
G23,G1941,22,1940,1
G138,G1949,137,1948,1
G23,G1950,22,1949,1
G92,G1950,91,1949,1
G268,G1950,267,1949,1
G313,G1950,312,1949,1
G333,G1950,332,1949,1
G10,G1952,9,1951,1
G244,G1952,243,1951,1
G264,G1952,263,1951,1
G274,G1952,273,1951,1
G120,G1954,119,1953,1
G55,G1962,54,1961,1
G178,G1962,177,1961,1
G118,G1963,117,1962,1
G170,G1963,169,1962,1
G23,G1965,22,1964,1
G244,G1969,243,1968,1
G55,G1973,54,1972,1
G175,G1973,174,1972,1
G268,G1973,267,1972,1
G333,G1973,332,1972,1
G55,G1974,54,1973,1
G178,G1974,177,1973,1
G138,G1982,137,1981,1
G140,G1985,139,1984,1
G197,G1985,196,1984,1
G258,G1987,257,1986,1
G223,G1993,222,1992,1
G303,G1993,302,1992,1
G55,G1996,54,1995,1
G247,G1996,246,1995,1
G268,G1996,267,1995,1
G333,G1996,332,1995,1
G23,G1997,22,1996,1
G55,G2000,54,1999,1
G74,G2000,73,1999,1
G55,G2005,54,2004,1
G120,G2008,119,2007,1
G125,G2014,124,2013,1
G334,G2021,333,2020,1
G151,G2023,150,2022,1
G69,G2024,68,2023,1
G313,G2024,312,2023,1
G11,G2025,10,2024,1
G55,G2025,54,2024,1
G23,G2028,22,2027,1
G55,G2031,54,2030,1
G145,G2031,144,2030,1
G330,G2033,329,2032,1
G92,G2041,91,2040,1
G192,G2041,191,2040,1
G255,G2041,254,2040,1
G268,G2041,267,2040,1
G333,G2041,332,2040,1
G92,G2043,91,2042,1
G116,G2043,115,2042,1
G192,G2043,191,2042,1
G220,G2043,219,2042,1
G255,G2043,254,2042,1
G199,G2054,198,2053,1
G172,G2058,171,2057,1
G147,G2072,146,2071,1
G313,G2072,312,2071,1
G92,G2073,91,2072,1
G192,G2073,191,2072,1
G220,G2073,219,2072,1
G255,G2073,254,2072,1
G110,G2074,109,2073,1
G219,G2074,218,2073,1
G92,G2097,91,2096,1
G305,G2105,304,2104,1
G23,G2117,22,2116,1
G55,G2117,54,2116,1
G281,G2117,280,2116,1
G142,G2120,141,2119,1
G55,G2121,54,2120,1
G176,G2121,175,2120,1
G260,G2121,259,2120,1
G125,G2123,124,2122,1
G305,G2125,304,2124,1
G86,G2128,85,2127,1
G144,G2128,143,2127,1
G255,G2130,254,2129,1
G55,G2132,54,2131,1
G10,G2133,9,2132,1
G274,G2133,273,2132,1
G192,G2135,191,2134,1
G138,G2137,137,2136,1
G55,G2141,54,2140,1
G221,G2141,220,2140,1
G268,G2141,267,2140,1
G333,G2141,332,2140,1
G55,G2154,54,2153,1
G151,G2154,150,2153,1
G55,G2157,54,2156,1
G128,G2157,127,2156,1
G260,G2157,259,2156,1
G86,G2180,85,2179,1
G92,G2187,91,2186,1
G313,G2187,312,2186,1
G330,G2192,329,2191,1
G86,G2204,85,2203,1
G244,G2217,243,2216,1
G281,G2217,280,2216,1
G92,G2222,91,2221,1
G192,G2222,191,2221,1
G220,G2222,219,2221,1
G255,G2222,254,2221,1
G55,G2225,54,2224,1
G244,G2225,243,2224,1
G305,G2228,304,2227,1
G31,G2234,30,2233,1
G55,G2238,54,2237,1
G313,G2238,312,2237,1
G55,G2242,54,2241,1
G175,G2242,174,2241,1
G268,G2242,267,2241,1
G333,G2242,332,2241,1
G86,G2244,85,2243,1
G209,G2244,208,2243,1
G283,G2244,282,2243,1
G92,G2249,91,2248,1
G192,G2249,191,2248,1
G220,G2249,219,2248,1
G255,G2249,254,2248,1
G55,G2258,54,2257,1
G152,G2258,151,2257,1
G277,G2258,276,2257,1
G55,G2264,54,2263,1
G175,G2264,174,2263,1
G268,G2264,267,2263,1
G333,G2264,332,2263,1
G116,G2265,115,2264,1
G235,G2265,234,2264,1
G268,G2265,267,2264,1
G305,G2265,304,2264,1
G333,G2265,332,2264,1
G268,G2269,267,2268,1
G333,G2269,332,2268,1
G92,G2287,91,2286,1
G192,G2287,191,2286,1
G110,G2292,109,2291,1
G219,G2292,218,2291,1
G110,G2293,109,2292,1
G219,G2293,218,2292,1
G55,G2302,54,2301,1
G83,G2302,82,2301,1
G99,G2303,98,2302,1
G255,G2303,254,2302,1
G268,G2303,267,2302,1
G333,G2303,332,2302,1
G11,G2313,10,2312,1
G55,G2313,54,2312,1
G188,G2314,187,2313,1
G254,G2314,253,2313,1
G259,G2314,258,2313,1
G281,G2314,280,2313,1
G66,G2316,65,2315,1
G268,G2316,267,2315,1
G333,G2316,332,2315,1
G36,G2317,35,2316,1
G268,G2317,267,2316,1
G313,G2317,312,2316,1
G333,G2317,332,2316,1
G118,G2318,117,2317,1
G55,G2319,54,2318,1
G236,G2319,235,2318,1
G23,G2321,22,2320,1
G92,G2321,91,2320,1
G268,G2321,267,2320,1
G313,G2321,312,2320,1
G333,G2321,332,2320,1
G58,G2324,57,2323,1
G73,G2325,72,2324,1
G110,G2327,109,2326,1
G208,G2327,207,2326,1
G219,G2327,218,2326,1
G55,G2330,54,2329,1
G125,G2330,124,2329,1
G260,G2330,259,2329,1
G140,G2331,139,2330,1
G86,G2334,85,2333,1
G144,G2334,143,2333,1
G55,G2340,54,2339,1
G244,G2340,243,2339,1
G140,G2341,139,2340,1
G151,G2353,150,2352,1
G23,G2360,22,2359,1
G55,G2360,54,2359,1
G223,G2360,222,2359,1
G282,G2368,281,2367,1
G55,G2375,54,2374,1
G313,G2375,312,2374,1
G73,G2381,72,2380,1
G305,G2387,304,2386,1
G55,G2388,54,2387,1
G258,G2389,257,2388,1
G244,G2392,243,2391,1
G281,G2392,280,2391,1
G55,G2393,54,2392,1
G175,G2393,174,2392,1
G268,G2393,267,2392,1
G333,G2393,332,2392,1
G55,G2394,54,2393,1
G244,G2394,243,2393,1
G92,G2404,91,2403,1
G281,G2404,280,2403,1
G282,G2404,281,2403,1
G313,G2404,312,2403,1
G145,G2423,144,2422,1
G205,G2424,204,2423,1
G244,G2424,243,2423,1
G116,G2440,115,2439,1
G223,G2445,222,2444,1
G55,G2446,54,2445,1
G176,G2446,175,2445,1
G282,G2446,281,2445,1
G110,G2450,109,2449,1
G219,G2450,218,2449,1
G55,G2451,54,2450,1
G313,G2451,312,2450,1
G36,G2453,35,2452,1
G268,G2453,267,2452,1
G313,G2453,312,2452,1
G333,G2453,332,2452,1
G223,G2458,222,2457,1
G73,G2469,72,2468,1
G313,G2469,312,2468,1
G92,G2474,91,2473,1
G99,G2474,98,2473,1
G268,G2474,267,2473,1
G333,G2474,332,2473,1
G55,G2479,54,2478,1
G58,G2479,57,2478,1
G268,G2479,267,2478,1
G333,G2479,332,2478,1
G55,G2487,54,2486,1
G55,G2489,54,2488,1
G305,G2494,304,2493,1
G61,G2497,60,2496,1
G55,G2500,54,2499,1
G221,G2500,220,2499,1
G268,G2500,267,2499,1
G333,G2500,332,2499,1
G330,G2502,329,2501,1
G3,G2505,2,2504,1
G23,G2505,22,2504,1
G55,G2505,54,2504,1
G199,G2505,198,2504,1
G55,G2515,54,2514,1
G145,G2515,144,2514,1
G23,G2516,22,2515,1
G92,G2516,91,2515,1
G268,G2516,267,2515,1
G313,G2516,312,2515,1
G333,G2516,332,2515,1
G223,G2522,222,2521,1
G23,G2527,22,2526,1
G92,G2527,91,2526,1
G268,G2527,267,2526,1
G313,G2527,312,2526,1
G333,G2527,332,2526,1
G278,G2532,277,2531,1
G51,G2542,50,2541,1
G23,G2543,22,2542,1
G89,G2553,88,2552,1
G210,G2553,209,2552,1
G309,G2553,308,2552,1
G244,G2559,243,2558,1
G281,G2559,280,2558,1
